event_id,timestamp,event_type,severity,source_ip,destination_device,status,location
2589,2025-02-09 09:00:00,Brute Force,Medium,158.223.243.46,Device-40,Blocked,Unknown
2590,2025-02-22 13:38:00,Phishing Attempt,High,157.201.54.73,Device-13,Successful,Egypt
2591,2025-02-11 21:22:00,Phishing Attempt,Medium,189.57.74.165,Device-38,Successful,UAE
2592,2025-02-17 11:27:00,Firewall Block,High,10.64.235.175,Device-47,Blocked,Germany
2593,2025-01-23 21:10:00,Malware,High,49.51.171.169,Device-40,Blocked,Egypt
2594,2025-01-22 20:27:00,Failed Login,Medium,54.22.146.41,Device-20,Failed,USA
2595,2025-02-22 06:48:00,Failed Login,Low,119.60.223.95,Device-24,Blocked,USA
2596,2025-02-12 16:24:00,Firewall Block,Low,143.14.229.158,Device-41,Failed,UAE
2597,2025-01-30 00:37:00,Failed Login,High,145.240.151.72,Device-49,Blocked,UAE
2598,2025-01-24 13:40:00,Brute Force,Medium,66.5.108.214,Device-26,Successful,UAE
2599,2025-01-09 07:40:00,Firewall Block,Medium,80.176.185.176,Device-20,Failed,UAE
2600,2025-01-02 09:41:00,Malware,Low,163.9.97.150,Device-32,Allowed,Germany
2601,2025-01-31 00:40:00,Firewall Block,Medium,153.183.122.170,Device-20,Successful,UAE
2602,2025-01-18 02:02:00,Failed Login,High,72.231.144.191,Device-48,Successful,USA
2603,2025-01-03 06:38:00,Firewall Block,Low,161.113.80.79,Device-48,Failed,Germany
2604,2025-01-23 22:06:00,Brute Force,Medium,223.27.177.33,Device-31,Failed,UAE
2605,2025-01-18 17:11:00,Brute Force,High,101.46.245.248,Device-13,Successful,Egypt
2606,2025-02-24 20:25:00,Failed Login,Critical,4.29.142.124,Device-1,Failed,USA
2607,2025-02-26 04:39:00,Malware,Low,162.39.202.51,Device-37,Failed,UAE
2608,2025-01-20 09:11:00,Brute Force,High,14.21.107.121,Device-5,Failed,KSA
2609,2025-01-01 02:26:00,Malware,High,138.131.183.170,Device-25,Failed,UAE
2610,2025-01-06 09:50:00,Firewall Block,High,78.65.234.242,Device-21,Failed,Germany
2611,2025-02-04 21:59:00,Firewall Block,Medium,20.37.75.149,Device-29,Successful,Unknown
2612,2025-02-03 14:03:00,Port Scan,Medium,84.209.230.143,Device-35,Failed,Egypt
2613,2025-03-01 20:42:00,Failed Login,Low,153.79.113.39,Device-15,Successful,Egypt
2614,2025-02-17 19:32:00,Phishing Attempt,Medium,70.26.177.73,Device-38,Failed,Egypt
2615,2025-01-25 06:48:00,Phishing Attempt,High,60.46.212.18,Device-44,Blocked,Egypt
2616,2025-01-26 11:49:00,Phishing Attempt,Low,235.170.41.99,Device-36,Blocked,KSA
2617,2025-01-26 02:03:00,Phishing Attempt,Low,74.194.93.228,Device-19,Blocked,Germany
2618,2025-02-08 03:17:00,Malware,Low,123.168.54.213,Device-47,Allowed,KSA
2619,2025-02-09 05:17:00,Failed Login,Medium,13.106.36.58,Device-48,Successful,Egypt
2620,2025-01-25 16:08:00,Phishing Attempt,Low,47.238.73.204,Device-38,Blocked,USA
2621,2025-01-20 04:27:00,Brute Force,Low,84.188.144.101,Device-50,Allowed,Germany
2622,2025-02-23 17:18:00,Malware,High,46.172.166.70,Device-26,Failed,KSA
2623,2025-02-07 04:04:00,Firewall Block,Low,141.52.253.39,Device-6,Blocked,Germany
2624,2025-02-19 09:32:00,Phishing Attempt,Critical,98.204.62.93,Device-34,Blocked,Egypt
2625,2025-02-01 22:57:00,Brute Force,Low,228.174.229.234,Device-1,Allowed,Egypt
2626,2025-02-23 07:34:00,Failed Login,Low,46.133.70.130,Device-5,Allowed,KSA
2627,2025-02-08 22:58:00,Phishing Attempt,Low,69.106.73.82,Device-27,Blocked,UAE
2628,2025-02-23 20:03:00,Phishing Attempt,High,127.96.152.208,Device-20,Blocked,USA
2629,2025-03-01 21:57:00,Phishing Attempt,Low,109.43.36.81,Device-33,Failed,Egypt
2630,2025-02-24 07:46:00,Failed Login,Medium,89.215.250.170,Device-42,Failed,USA
2631,2025-01-02 07:02:00,Failed Login,Low,244.59.16.241,Device-49,Failed,KSA
2632,2025-01-18 00:07:00,Firewall Block,Medium,90.95.51.223,Device-13,Successful,KSA
2633,2025-01-31 01:01:00,Port Scan,Medium,46.218.123.107,Device-13,Blocked,Germany
2634,2025-02-21 05:33:00,Firewall Block,High,34.58.133.2,Device-34,Successful,Germany
2635,2025-01-25 20:56:00,Malware,Low,84.187.141.48,Device-15,Blocked,Egypt
2636,2025-01-10 14:04:00,Malware,Low,148.152.105.164,Device-45,Blocked,KSA
2637,2025-02-25 18:08:00,Firewall Block,Low,37.53.243.171,Device-9,Successful,Egypt
2638,2025-01-06 12:30:00,Firewall Block,Low,28.187.11.64,Device-35,Blocked,Unknown
2639,2025-02-18 17:31:00,Phishing Attempt,Medium,22.12.95.42,Device-20,Blocked,Egypt
2640,2025-01-23 14:42:00,Malware,High,147.202.248.19,Device-9,Failed,USA
2641,2025-01-17 21:52:00,Phishing Attempt,Low,132.173.165.225,Device-35,Blocked,USA
2642,2025-02-03 13:32:00,Malware,Medium,205.230.63.88,Device-8,Blocked,KSA
2643,2025-01-14 01:37:00,Port Scan,Medium,181.22.144.8,Device-11,Allowed,KSA
2644,2025-01-10 04:23:00,Malware,High,198.65.242.251,Device-37,Successful,Unknown
2645,2025-02-11 17:29:00,Firewall Block,Low,131.109.85.48,Device-4,Failed,USA
2646,2025-02-15 11:23:00,Failed Login,Medium,35.167.16.189,Device-9,Blocked,Germany
2647,2025-01-18 23:57:00,Firewall Block,Medium,40.33.31.244,Device-13,Successful,UAE
2648,2025-01-01 01:02:00,Failed Login,Low,154.17.11.233,Device-45,Successful,USA
2649,2025-02-04 20:30:00,Malware,Low,226.103.31.184,Device-3,Allowed,Egypt
2650,2025-02-19 22:44:00,Port Scan,Medium,214.149.9.145,Device-29,Failed,KSA
2651,2025-02-10 08:04:00,Malware,Low,75.201.50.52,Device-24,Successful,Unknown
2652,2025-01-11 19:18:00,Firewall Block,Low,88.42.76.175,Device-28,Failed,UAE
2653,2025-01-17 21:19:00,Malware,Low,134.159.133.227,Device-1,Allowed,KSA
2654,2025-02-22 01:21:00,Port Scan,Medium,6.8.230.27,Device-13,Successful,Germany
2655,2025-01-08 11:28:00,Port Scan,Low,205.135.156.176,Device-2,Allowed,KSA
2656,2025-02-12 10:06:00,Failed Login,High,5.121.68.70,Device-39,Blocked,Unknown
2657,2025-02-21 00:00:00,Phishing Attempt,Medium,251.178.208.174,Device-36,Allowed,KSA
2658,2025-01-22 02:59:00,Firewall Block,Medium,229.191.94.59,Device-50,Failed,Egypt
2659,2025-02-23 22:29:00,Brute Force,High,59.238.90.39,Device-11,Failed,Unknown
2660,2025-02-13 05:31:00,Malware,Medium,25.153.238.70,Device-35,Allowed,Egypt
2661,2025-01-20 09:12:00,Failed Login,Low,47.89.11.18,Device-37,Failed,USA
2662,2025-02-23 03:47:00,Firewall Block,Low,134.133.123.83,Device-32,Successful,Germany
2663,2025-02-11 01:31:00,Phishing Attempt,Medium,186.94.149.120,Device-30,Failed,USA
2664,2025-01-29 14:47:00,Port Scan,Medium,53.128.152.19,Device-49,Blocked,Germany
2665,2025-02-15 16:41:00,Firewall Block,Medium,63.246.88.120,Device-32,Failed,Unknown
2666,2025-01-02 09:23:00,Malware,Low,242.129.95.47,Device-14,Blocked,Egypt
2667,2025-02-13 15:12:00,Malware,Low,63.146.224.163,Device-22,Allowed,UAE
2668,2025-01-15 20:14:00,Phishing Attempt,Critical,65.252.218.19,Device-43,Successful,UAE
2669,2025-02-22 02:12:00,Brute Force,Low,36.246.151.179,Device-13,Failed,Unknown
2670,2025-02-13 10:21:00,Malware,Low,132.191.45.235,Device-31,Failed,Germany
2671,2025-02-17 03:52:00,Port Scan,Low,254.17.188.56,Device-43,Failed,Germany
2672,2025-02-27 16:48:00,Brute Force,Low,160.234.204.205,Device-50,Failed,KSA
2673,2025-01-21 01:10:00,Malware,High,253.215.105.115,Device-14,Blocked,Unknown
2674,2025-02-01 18:50:00,Brute Force,Low,29.133.63.19,Device-44,Blocked,UAE
2675,2025-01-16 09:54:00,Phishing Attempt,Low,178.82.17.173,Device-14,Failed,KSA
2676,2025-02-15 04:17:00,Brute Force,Low,78.97.235.154,Device-36,Allowed,USA
2677,2025-01-11 21:02:00,Phishing Attempt,Low,161.106.84.145,Device-22,Allowed,Germany
2678,2025-01-20 03:16:00,Port Scan,Low,189.229.144.221,Device-38,Failed,Unknown
2679,2025-01-30 11:32:00,Brute Force,Low,200.244.150.180,Device-7,Failed,Germany
2680,2025-01-13 10:52:00,Phishing Attempt,Medium,162.125.90.216,Device-13,Successful,USA
2681,2025-01-09 04:21:00,Phishing Attempt,High,142.186.4.210,Device-38,Failed,KSA
2682,2025-02-27 21:00:00,Firewall Block,Low,226.35.204.147,Device-2,Failed,KSA
2683,2025-02-22 21:27:00,Phishing Attempt,Medium,133.33.236.23,Device-42,Failed,UAE
2684,2025-02-09 00:54:00,Brute Force,High,254.77.99.134,Device-32,Failed,UAE
2685,2025-01-28 06:20:00,Port Scan,Low,130.182.53.113,Device-33,Successful,UAE
2686,2025-02-15 08:38:00,Phishing Attempt,Low,71.90.242.169,Device-24,Failed,Germany
2687,2025-02-12 05:41:00,Brute Force,Low,197.168.175.210,Device-14,Successful,Egypt
2688,2025-02-06 11:15:00,Brute Force,Medium,234.250.136.45,Device-50,Failed,Germany
2689,2025-02-10 20:07:00,Failed Login,Low,214.250.6.88,Device-13,Blocked,Unknown
2690,2025-02-25 11:52:00,Firewall Block,Low,15.162.25.214,Device-22,Successful,Unknown
2691,2025-02-02 07:21:00,Phishing Attempt,Low,237.188.246.164,Device-49,Blocked,UAE
2692,2025-02-06 10:19:00,Failed Login,Medium,191.221.37.216,Device-18,Blocked,USA
2693,2025-01-10 14:25:00,Phishing Attempt,Low,165.226.145.220,Device-36,Allowed,UAE
2694,2025-02-22 08:24:00,Malware,Medium,57.152.108.105,Device-1,Allowed,UAE
2695,2025-01-17 18:36:00,Firewall Block,Low,64.63.76.55,Device-37,Blocked,Egypt
2696,2025-02-21 22:18:00,Phishing Attempt,Low,39.195.28.96,Device-12,Successful,UAE
2697,2025-01-07 15:45:00,Port Scan,Low,227.108.100.186,Device-6,Successful,Egypt
2698,2025-02-28 22:44:00,Malware,Low,2.35.83.81,Device-37,Successful,Egypt
2699,2025-01-05 07:10:00,Failed Login,Low,22.193.12.110,Device-33,Successful,UAE
2700,2025-03-01 04:14:00,Phishing Attempt,Low,68.20.142.47,Device-34,Successful,KSA
2701,2025-01-19 18:12:00,Brute Force,Critical,236.92.76.147,Device-7,Allowed,USA
2702,2025-02-19 14:26:00,Firewall Block,Medium,118.228.157.88,Device-31,Failed,USA
2703,2025-02-11 03:37:00,Failed Login,High,179.40.92.5,Device-22,Allowed,Unknown
2704,2025-02-06 07:44:00,Port Scan,Low,122.141.217.39,Device-8,Allowed,USA
2705,2025-02-08 11:48:00,Phishing Attempt,Low,176.195.188.236,Device-12,Allowed,Germany
2706,2025-01-13 11:07:00,Firewall Block,Low,194.88.134.216,Device-37,Failed,Germany
2707,2025-02-10 15:07:00,Failed Login,Medium,139.230.198.253,Device-20,Failed,USA
2708,2025-01-15 14:41:00,Brute Force,Medium,212.242.12.210,Device-37,Blocked,UAE
2709,2025-02-28 11:17:00,Firewall Block,Medium,73.191.187.2,Device-19,Failed,Unknown
2710,2025-02-03 20:44:00,Port Scan,High,6.141.242.150,Device-36,Allowed,Unknown
2711,2025-01-29 13:33:00,Phishing Attempt,Low,173.2.1.63,Device-35,Blocked,Germany
2712,2025-02-28 14:03:00,Brute Force,Medium,246.24.138.145,Device-10,Failed,KSA
2713,2025-01-09 15:36:00,Port Scan,Low,62.52.230.208,Device-15,Failed,Unknown
2714,2025-01-02 04:26:00,Brute Force,Medium,21.103.208.236,Device-48,Successful,UAE
2715,2025-02-19 19:35:00,Malware,Medium,210.6.7.246,Device-36,Blocked,KSA
2716,2025-01-02 09:21:00,Phishing Attempt,Low,3.237.100.13,Device-39,Allowed,UAE
2717,2025-01-26 05:13:00,Port Scan,Critical,246.162.142.220,Device-11,Allowed,Germany
2718,2025-01-17 17:37:00,Failed Login,Low,170.254.229.185,Device-7,Failed,Egypt
2719,2025-01-05 05:12:00,Port Scan,Low,218.89.104.107,Device-40,Blocked,Germany
2720,2025-02-10 01:21:00,Phishing Attempt,Low,248.157.227.150,Device-34,Successful,USA
2721,2025-02-07 06:34:00,Firewall Block,High,139.212.9.117,Device-25,Allowed,USA
2722,2025-02-13 14:15:00,Port Scan,Medium,66.134.130.98,Device-26,Blocked,Germany
2723,2025-02-23 16:32:00,Malware,Low,74.170.40.166,Device-38,Failed,Unknown
2724,2025-01-03 01:33:00,Firewall Block,High,49.185.94.132,Device-33,Failed,KSA
2725,2025-01-29 07:26:00,Port Scan,Low,85.119.170.32,Device-14,Blocked,Egypt
2726,2025-02-15 23:55:00,Brute Force,Medium,182.204.129.67,Device-7,Blocked,Unknown
2727,2025-01-25 13:46:00,Port Scan,Medium,101.36.199.83,Device-40,Blocked,USA
2728,2025-01-16 05:09:00,Brute Force,Medium,57.80.218.159,Device-32,Successful,USA
2729,2025-01-26 10:25:00,Brute Force,Low,204.162.132.236,Device-23,Successful,KSA
2730,2025-01-08 12:05:00,Firewall Block,Low,109.98.61.6,Device-3,Failed,Unknown
2731,2025-01-27 06:19:00,Malware,Low,36.145.66.156,Device-38,Failed,UAE
2732,2025-01-23 06:32:00,Brute Force,Medium,73.18.165.247,Device-32,Failed,USA
2733,2025-01-02 18:57:00,Failed Login,Low,234.206.42.102,Device-14,Successful,KSA
2734,2025-01-04 03:34:00,Failed Login,Low,93.227.186.7,Device-49,Allowed,Germany
2735,2025-01-29 13:22:00,Brute Force,High,130.168.110.209,Device-27,Failed,USA
2736,2025-02-15 06:11:00,Port Scan,High,98.53.244.100,Device-44,Failed,Unknown
2737,2025-02-04 22:50:00,Brute Force,Medium,7.51.122.20,Device-23,Failed,Germany
2738,2025-02-01 21:07:00,Brute Force,Medium,30.55.210.204,Device-11,Successful,UAE
2739,2025-01-20 12:34:00,Malware,High,156.251.1.147,Device-48,Blocked,Unknown
2740,2025-02-28 01:38:00,Failed Login,High,212.167.54.221,Device-45,Failed,KSA
2741,2025-02-26 14:29:00,Failed Login,Medium,82.45.202.108,Device-28,Successful,KSA
2742,2025-01-29 17:30:00,Firewall Block,Low,91.35.89.166,Device-46,Allowed,KSA
2743,2025-02-20 21:44:00,Malware,Medium,113.26.106.126,Device-3,Blocked,UAE
2744,2025-01-18 21:58:00,Firewall Block,Low,137.12.174.118,Device-1,Failed,Unknown
2745,2025-01-04 12:37:00,Malware,Low,164.108.225.249,Device-42,Successful,UAE
2746,2025-01-12 17:12:00,Firewall Block,Low,195.161.114.160,Device-48,Blocked,Egypt
2747,2025-02-12 23:42:00,Port Scan,Low,46.98.64.113,Device-3,Successful,USA
2748,2025-01-18 06:06:00,Malware,Medium,131.191.106.49,Device-23,Blocked,UAE
2749,2025-02-28 16:08:00,Firewall Block,Low,216.68.214.159,Device-22,Blocked,Unknown
2750,2025-02-17 21:15:00,Port Scan,Medium,236.145.147.29,Device-40,Successful,Germany
2751,2025-01-04 21:23:00,Brute Force,High,38.150.27.138,Device-12,Successful,UAE
2752,2025-02-10 16:40:00,Phishing Attempt,Medium,213.118.196.42,Device-43,Failed,USA
2753,2025-01-04 13:10:00,Firewall Block,High,159.230.229.144,Device-42,Failed,Unknown
2754,2025-02-12 04:34:00,Brute Force,Low,34.22.71.152,Device-7,Failed,Germany
2755,2025-01-23 23:29:00,Malware,Medium,143.225.163.53,Device-30,Blocked,UAE
2756,2025-02-01 05:59:00,Malware,Medium,169.89.159.237,Device-47,Blocked,UAE
2757,2025-01-31 11:56:00,Failed Login,Medium,121.198.58.17,Device-38,Blocked,USA
2758,2025-01-21 04:46:00,Brute Force,Medium,119.97.22.219,Device-16,Failed,Germany
2759,2025-01-28 17:44:00,Failed Login,Low,55.86.122.47,Device-32,Successful,Egypt
2760,2025-02-02 12:34:00,Malware,Medium,173.250.14.237,Device-28,Failed,Egypt
2761,2025-02-08 05:16:00,Firewall Block,Low,82.171.104.69,Device-42,Failed,Egypt
2762,2025-01-09 01:36:00,Phishing Attempt,Critical,92.48.85.250,Device-23,Successful,Germany
2763,2025-02-13 11:20:00,Malware,Low,119.203.184.190,Device-9,Failed,KSA
2764,2025-01-10 04:33:00,Phishing Attempt,Low,180.65.237.54,Device-27,Allowed,KSA
2765,2025-02-06 16:47:00,Brute Force,Low,60.116.28.128,Device-20,Failed,Unknown
2766,2025-01-23 06:46:00,Failed Login,Low,10.136.51.130,Device-17,Failed,Egypt
2767,2025-02-14 00:09:00,Firewall Block,Low,212.194.89.192,Device-13,Allowed,USA
2768,2025-01-16 02:46:00,Firewall Block,Low,233.5.29.233,Device-34,Blocked,KSA
2769,2025-01-10 10:12:00,Firewall Block,Medium,152.112.203.157,Device-13,Failed,UAE
2770,2025-02-07 23:39:00,Brute Force,Medium,43.237.148.18,Device-39,Successful,Germany
2771,2025-01-10 11:34:00,Malware,Medium,46.11.50.240,Device-18,Allowed,Unknown
2772,2025-01-11 22:50:00,Firewall Block,Low,103.182.196.250,Device-15,Successful,USA
2773,2025-01-02 01:51:00,Malware,Low,181.137.227.37,Device-44,Failed,Germany
2774,2025-01-17 13:00:00,Malware,Low,167.252.214.150,Device-16,Allowed,UAE
2775,2025-03-01 21:46:00,Phishing Attempt,Low,141.175.193.241,Device-4,Successful,USA
2776,2025-02-19 06:20:00,Failed Login,Low,73.196.171.62,Device-17,Failed,Egypt
2777,2025-02-24 18:57:00,Firewall Block,Low,32.125.199.136,Device-50,Failed,Egypt
2778,2025-02-18 18:38:00,Brute Force,Low,237.123.134.105,Device-50,Successful,Germany
2779,2025-02-17 20:28:00,Phishing Attempt,Critical,46.64.218.181,Device-42,Allowed,Germany
2780,2025-01-12 08:49:00,Phishing Attempt,Low,7.43.237.131,Device-23,Successful,UAE
2781,2025-02-12 23:23:00,Firewall Block,Medium,25.154.138.58,Device-8,Blocked,Germany
2782,2025-01-04 08:47:00,Malware,Medium,145.155.236.14,Device-5,Failed,Germany
2783,2025-02-11 12:57:00,Malware,Critical,116.89.123.190,Device-10,Successful,Egypt
2784,2025-02-27 23:08:00,Failed Login,Medium,156.250.220.37,Device-32,Successful,Egypt
2785,2025-01-05 06:51:00,Malware,High,168.104.204.142,Device-30,Failed,USA
2786,2025-02-10 13:32:00,Malware,Low,75.161.64.171,Device-13,Successful,Egypt
2787,2025-01-06 12:16:00,Port Scan,Medium,48.80.89.112,Device-46,Successful,UAE
2788,2025-01-22 11:25:00,Phishing Attempt,High,22.67.34.75,Device-45,Failed,UAE
2789,2025-01-02 21:33:00,Brute Force,Low,226.173.137.255,Device-44,Allowed,USA
2790,2025-02-08 16:27:00,Phishing Attempt,Medium,215.186.170.4,Device-28,Blocked,Unknown
2791,2025-02-03 22:46:00,Phishing Attempt,High,255.33.116.174,Device-28,Blocked,USA
2792,2025-01-31 20:38:00,Firewall Block,Medium,150.203.217.90,Device-24,Failed,Egypt
2793,2025-02-11 21:16:00,Port Scan,Low,150.122.91.71,Device-32,Allowed,Germany
2794,2025-02-17 22:10:00,Malware,Low,211.38.117.115,Device-6,Successful,KSA
2795,2025-02-26 15:46:00,Brute Force,Low,88.31.14.197,Device-4,Successful,KSA
2796,2025-01-05 06:32:00,Port Scan,Low,173.180.235.16,Device-45,Allowed,USA
2797,2025-02-16 10:10:00,Failed Login,Low,100.210.119.113,Device-33,Blocked,Egypt
2798,2025-01-26 01:27:00,Firewall Block,Low,94.181.201.61,Device-36,Successful,Unknown
2799,2025-02-04 11:13:00,Phishing Attempt,Medium,102.25.134.186,Device-27,Blocked,USA
2800,2025-01-08 11:17:00,Malware,Low,75.149.204.208,Device-24,Blocked,Unknown
2801,2025-02-08 01:42:00,Phishing Attempt,Low,95.218.165.93,Device-24,Failed,Unknown
2802,2025-02-16 02:51:00,Phishing Attempt,Medium,35.157.45.245,Device-22,Failed,UAE
2803,2025-01-05 06:59:00,Port Scan,Medium,238.166.50.242,Device-29,Successful,Unknown
2804,2025-01-05 01:46:00,Port Scan,Low,139.101.74.20,Device-16,Failed,Germany
2805,2025-01-17 12:56:00,Phishing Attempt,Low,82.77.114.1,Device-22,Successful,UAE
2806,2025-02-24 12:49:00,Malware,Low,191.83.191.63,Device-21,Successful,Egypt
2807,2025-02-06 14:05:00,Firewall Block,High,7.240.166.181,Device-39,Successful,KSA
2808,2025-01-09 05:52:00,Failed Login,Medium,186.26.57.68,Device-46,Failed,USA
2809,2025-02-03 17:49:00,Port Scan,High,34.233.174.219,Device-15,Blocked,Germany
2810,2025-01-30 23:36:00,Malware,Critical,62.14.71.64,Device-15,Failed,Egypt
2811,2025-01-06 16:08:00,Malware,Medium,221.41.22.112,Device-27,Failed,UAE
2812,2025-01-13 18:14:00,Failed Login,Medium,202.226.17.225,Device-1,Failed,Egypt
2813,2025-01-14 11:20:00,Malware,High,94.198.143.36,Device-31,Blocked,USA
2814,2025-02-08 02:28:00,Failed Login,Low,223.133.121.111,Device-5,Blocked,Germany
2815,2025-02-01 03:23:00,Brute Force,Critical,194.242.39.221,Device-13,Successful,UAE
2816,2025-01-30 13:57:00,Failed Login,Low,67.39.177.223,Device-11,Blocked,UAE
2817,2025-01-29 16:36:00,Phishing Attempt,High,58.118.245.224,Device-28,Allowed,Egypt
2818,2025-02-23 05:57:00,Port Scan,High,169.146.45.81,Device-34,Failed,Germany
2819,2025-01-22 20:43:00,Malware,Low,186.33.223.218,Device-38,Allowed,Egypt
2820,2025-02-18 02:25:00,Brute Force,High,17.172.164.218,Device-41,Allowed,KSA
2821,2025-02-21 10:16:00,Port Scan,Low,53.37.215.35,Device-15,Successful,Egypt
2822,2025-01-13 16:45:00,Brute Force,Critical,197.135.91.242,Device-40,Blocked,Germany
2823,2025-02-15 14:11:00,Firewall Block,Low,55.225.169.202,Device-16,Successful,Unknown
2824,2025-01-28 08:01:00,Malware,Low,91.248.216.105,Device-45,Successful,Unknown
2825,2025-02-26 21:38:00,Malware,Low,14.15.188.148,Device-32,Successful,Egypt
2826,2025-02-19 05:37:00,Firewall Block,Medium,197.34.56.163,Device-42,Allowed,USA
2827,2025-02-23 11:35:00,Phishing Attempt,High,139.251.44.210,Device-35,Failed,KSA
2828,2025-02-13 18:53:00,Brute Force,Medium,106.177.122.26,Device-23,Allowed,Unknown
2829,2025-02-24 06:15:00,Firewall Block,High,191.69.106.144,Device-33,Blocked,Germany
2830,2025-01-06 13:53:00,Firewall Block,Medium,155.74.244.70,Device-36,Successful,Unknown
2831,2025-02-02 12:32:00,Brute Force,Low,162.148.23.174,Device-18,Failed,Germany
2832,2025-01-08 21:29:00,Malware,Low,142.200.9.132,Device-7,Allowed,Unknown
2833,2025-02-26 00:39:00,Phishing Attempt,High,9.100.141.60,Device-48,Failed,UAE
2834,2025-01-20 15:31:00,Port Scan,Low,208.161.252.158,Device-43,Successful,Egypt
2835,2025-01-25 07:40:00,Failed Login,High,75.183.44.153,Device-38,Failed,Unknown
2836,2025-02-20 23:03:00,Brute Force,High,248.6.52.222,Device-2,Blocked,USA
2837,2025-01-06 16:06:00,Failed Login,High,188.41.243.107,Device-49,Failed,UAE
2838,2025-01-18 16:00:00,Firewall Block,Low,6.5.246.2,Device-20,Blocked,Egypt
2839,2025-02-18 08:19:00,Phishing Attempt,Low,97.39.59.20,Device-46,Allowed,UAE
2840,2025-01-03 19:22:00,Phishing Attempt,Low,89.122.106.168,Device-23,Failed,KSA
2841,2025-01-05 07:07:00,Firewall Block,Low,148.193.104.245,Device-19,Failed,Germany
2842,2025-02-28 08:47:00,Firewall Block,Low,147.23.208.166,Device-50,Allowed,Egypt
2843,2025-01-15 19:25:00,Failed Login,Low,94.81.121.131,Device-28,Successful,UAE
2844,2025-01-20 02:04:00,Brute Force,Low,223.205.205.176,Device-27,Successful,KSA
2845,2025-01-28 00:12:00,Malware,Low,3.66.45.167,Device-13,Failed,Germany
2846,2025-02-11 02:43:00,Phishing Attempt,Medium,232.186.197.171,Device-19,Successful,Unknown
2847,2025-02-04 07:17:00,Brute Force,Low,30.3.218.176,Device-37,Blocked,KSA
2848,2025-01-23 03:40:00,Failed Login,Medium,57.100.59.29,Device-6,Allowed,Unknown
2849,2025-02-07 23:02:00,Failed Login,High,176.49.45.240,Device-29,Failed,USA
2850,2025-01-19 22:21:00,Firewall Block,Low,247.205.90.153,Device-37,Blocked,Unknown
2851,2025-01-21 20:03:00,Port Scan,High,229.10.199.224,Device-11,Blocked,Germany
2852,2025-02-24 22:46:00,Brute Force,Low,54.201.245.91,Device-39,Successful,KSA
2853,2025-01-01 03:47:00,Phishing Attempt,Low,18.229.189.151,Device-20,Blocked,KSA
2854,2025-02-19 03:20:00,Port Scan,Medium,187.152.82.228,Device-22,Failed,Germany
2855,2025-01-10 03:45:00,Failed Login,Medium,145.189.131.66,Device-28,Failed,KSA
2856,2025-02-22 15:49:00,Failed Login,High,222.118.245.158,Device-24,Blocked,Germany
2857,2025-02-05 06:31:00,Malware,High,16.211.64.127,Device-41,Failed,KSA
2858,2025-01-30 07:39:00,Firewall Block,High,189.36.110.255,Device-40,Blocked,UAE
2859,2025-02-09 05:37:00,Port Scan,Critical,71.48.6.29,Device-16,Blocked,KSA
2860,2025-02-09 04:34:00,Brute Force,Medium,106.89.242.130,Device-16,Successful,Egypt
2861,2025-01-19 11:44:00,Firewall Block,Low,223.132.17.67,Device-5,Blocked,Unknown
2862,2025-01-02 16:38:00,Failed Login,Low,148.112.220.140,Device-3,Successful,Unknown
2863,2025-03-01 10:25:00,Malware,Medium,207.170.238.56,Device-23,Blocked,UAE
2864,2025-01-28 10:16:00,Brute Force,Low,185.151.201.74,Device-29,Allowed,Germany
2865,2025-02-20 05:54:00,Firewall Block,Medium,36.44.106.96,Device-49,Blocked,Egypt
2866,2025-02-03 08:03:00,Phishing Attempt,High,85.221.151.9,Device-32,Failed,UAE
2867,2025-02-13 00:38:00,Firewall Block,Low,56.18.13.163,Device-40,Blocked,UAE
2868,2025-01-25 18:36:00,Failed Login,Medium,230.26.53.124,Device-30,Successful,UAE
2869,2025-01-28 04:12:00,Port Scan,Critical,38.3.164.55,Device-4,Allowed,Germany
2870,2025-02-23 23:49:00,Firewall Block,Low,74.252.82.71,Device-29,Allowed,Egypt
2871,2025-01-12 20:04:00,Phishing Attempt,Low,225.143.71.123,Device-28,Successful,Germany
2872,2025-02-04 06:17:00,Brute Force,Low,142.108.65.132,Device-44,Blocked,KSA
2873,2025-01-06 21:28:00,Brute Force,Medium,245.131.31.30,Device-4,Failed,KSA
2874,2025-02-14 11:45:00,Malware,High,215.59.86.66,Device-37,Failed,Egypt
2875,2025-01-15 05:43:00,Firewall Block,Low,130.222.75.138,Device-46,Failed,Unknown
2876,2025-01-17 17:04:00,Failed Login,Medium,251.236.157.128,Device-47,Allowed,KSA
2877,2025-01-06 20:52:00,Firewall Block,Medium,210.123.247.152,Device-39,Allowed,KSA
2878,2025-02-01 23:57:00,Firewall Block,Critical,155.163.132.101,Device-41,Successful,USA
2879,2025-01-27 16:07:00,Malware,Low,31.231.58.94,Device-49,Allowed,UAE
2880,2025-01-23 08:46:00,Phishing Attempt,Medium,86.154.236.97,Device-47,Allowed,Egypt
2881,2025-02-04 09:54:00,Port Scan,Low,62.137.58.67,Device-32,Failed,KSA
2882,2025-02-27 00:19:00,Brute Force,Low,189.63.199.174,Device-48,Blocked,USA
2883,2025-02-23 15:49:00,Phishing Attempt,Low,3.10.240.130,Device-41,Failed,KSA
2884,2025-01-08 17:03:00,Failed Login,Medium,230.155.45.4,Device-20,Allowed,UAE
